,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP	
1071010,GEOMETRIC,EQ,68.5,69.55,67.5,68.35,68.5,66.5,80150,5508003.75,06-JUN-2012	
1073839,GEOMETRIC,EQ,68.9,69.5,67.45,68.4,68.95,69.15,39556,2706323.4,31-MAY-2012	
1074400,GEOMETRIC,EQ,107.8,109.8,107.15,107.7,107.6,109.7,53639,5806433.9,06-JUN-2013	
1077179,GEOMETRIC,EQ,110.2,112.8,108.6,109.4,110.55,110.9,96690,10648170.25,31-MAY-2013	
1077704,GEOMETRIC,EQ,141.4,144.9,138.05,138.8,138.3,140.15,400279,56486387.3,06-JUN-2014	
1080529,GEOMETRIC,EQ,47.0,47.6,45.9,46.1,46.0,46.7,37396,1747517.95,31-OCT-2011	
1081336,GEOMETRIC,EQ,64.55,76.25,64.0,72.2,72.0,64.95,761269,55077400.8,06-MAR-2012	
1083237,GEOMETRIC,EQ,68.0,69.4,66.0,66.35,66.75,68.4,56788,3831095.45,01-JUN-2012	
1083953,GEOMETRIC,EQ,106.3,108.3,102.4,104.8,104.5,104.05,350293,36468470.0,31-OCT-2012	
1084748,GEOMETRIC,EQ,106.6,108.4,103.65,104.5,104.8,105.5,241066,25519643.85,06-MAR-2013	
1086922,GEOMETRIC,EQ,102.5,104.45,102.5,103.15,103.0,103.1,27950,2893973.45,26-JUN-2013	
1087397,GEOMETRIC,EQ,79.0,81.9,79.0,80.45,80.25,79.7,91511,7370560.1,31-OCT-2013	
1088232,GEOMETRIC,EQ,120.0,121.3,116.5,117.75,117.0,119.35,746035,89031195.8,06-MAR-2014	
1090672,GEOMETRIC,EQ,132.0,133.0,130.15,130.75,130.9,131.15,277317,36531849.35,31-OCT-2014	
1091728,GEOMETRIC,EQ,60.5,61.6,59.3,60.75,61.4,60.4,45206,2763324.95,06-MAY-2011	
1094225,GEOMETRIC,EQ,94.7,103.7,94.7,103.15,103.2,96.55,364121,36904452.4,06-MAY-2013	
1094707,GEOMETRIC,EQ,116.0,121.0,116.0,120.0,120.2,115.55,644060,77015430.0,01-APR-2014	
1096035,GEOMETRIC,EQ,104.4,107.0,103.5,105.85,106.55,104.25,221685,23266055.4,06-MAY-2014	
1098012,GEOMETRIC,EQ,135.0,136.55,130.3,130.95,130.8,136.7,436671,57720231.3,06-MAY-2015	
1099922,GEOMETRIC,EQ,106.4,106.9,105.0,106.05,105.65,105.2,339624,35996907.35,06-NOV-2012	
1101802,GEOMETRIC,EQ,88.4,88.8,85.6,86.3,86.2,87.8,216510,18725302.9,06-NOV-2013	
1103587,GEOMETRIC,EQ,68.5,70.9,68.0,69.1,69.2,68.0,226692,15831368.15,06-OCT-2010	
1105357,GEOMETRIC,EQ,66.55,70.0,66.0,69.65,69.7,66.95,164062,11277329.55,06-SEP-2010	
1106712,GEOMETRIC,EQ,131.5,134.8,128.95,129.75,129.3,131.9,258567,34001501.05,01-JUN-2015	
1107131,GEOMETRIC,EQ,38.25,40.15,38.2,39.35,39.95,39.05,42741,1661316.0,06-SEP-2011	
1107933,GEOMETRIC,EQ,135.4,135.9,131.55,132.1,131.75,134.85,109476,14608684.7,26-JUN-2014	
1108987,GEOMETRIC,EQ,104.8,108.3,104.4,107.1,108.05,104.0,647896,68884868.75,06-SEP-2012	
1110855,GEOMETRIC,EQ,79.9,79.95,76.3,76.95,76.3,78.1,79941,6271749.85,06-SEP-2013	
1112622,GEOMETRIC,EQ,68.0,68.4,66.8,67.1,67.2,66.65,113154,7643768.75,07-APR-2011	
1114442,GEOMETRIC,EQ,115.4,116.8,112.25,113.5,113.3,115.15,247537,28184655.05,07-APR-2014	
1116386,GEOMETRIC,EQ,183.45,184.7,176.8,179.2,179.0,182.55,705266,127406475.0,07-APR-2015	
1118321,GEOMETRIC,EQ,93.8,94.8,92.2,92.75,93.2,93.2,262886,24545996.45,07-AUG-2012	
1120164,GEOMETRIC,EQ,70.0,75.9,70.0,75.75,75.9,71.3,112345,8303932.2,07-AUG-2013	
1121917,GEOMETRIC,EQ,142.3,146.0,141.0,142.05,142.85,142.1,277054,39725942.65,07-AUG-2014	
1123887,GEOMETRIC,EQ,131.25,133.7,130.0,130.8,130.65,131.45,394953,51916924.7,07-AUG-2015	
1125795,GEOMETRIC,EQ,69.7,71.7,66.8,70.05,69.6,68.75,222238,15436467.55,07-DEC-2010	
1125962,GEOMETRIC,EQ,66.8,69.0,66.0,68.35,68.5,65.55,34389,2314935.25,01-MAR-2011	
1127415,GEOMETRIC,EQ,109.35,114.5,108.45,112.55,112.0,109.55,428279,47915150.25,26-JUN-2015	
1127602,GEOMETRIC,EQ,56.7,56.7,51.35,51.75,51.5,53.55,310933,16727700.5,07-DEC-2011	
1129495,GEOMETRIC,EQ,104.55,107.5,103.25,104.25,104.2,105.4,136752,14431969.15,07-DEC-2012	
1131434,GEOMETRIC,EQ,69.3,70.0,68.7,69.2,69.85,69.35,33189,2302366.6,07-FEB-2011	
1133260,GEOMETRIC,EQ,68.0,68.45,65.65,66.05,66.0,67.4,67717,4537518.35,07-FEB-2012	
1135168,GEOMETRIC,EQ,101.05,101.3,97.1,98.9,98.8,101.4,137398,13623641.85,07-FEB-2013	
1137069,GEOMETRIC,EQ,92.65,93.75,91.1,91.95,92.0,91.85,77118,7120806.4,07-FEB-2014	
1138944,GEOMETRIC,EQ,81.9,81.9,75.35,76.45,76.7,81.55,299404,23564261.85,07-JAN-2011	
1140772,GEOMETRIC,EQ,105.85,111.25,105.6,109.4,109.35,104.7,1328135,145453289.2,07-JAN-2013	
1142659,GEOMETRIC,EQ,104.8,106.65,101.25,102.9,102.75,104.0,308272,32073753.4,07-JAN-2014	
1144234,GEOMETRIC,EQ,63.8,65.15,62.8,64.65,65.1,63.95,70782,4559666.65,01-MAR-2012	
1144511,GEOMETRIC,EQ,125.15,128.7,124.8,125.55,126.0,126.9,111646,14095544.55,07-JAN-2015	
1146461,GEOMETRIC,EQ,52.5,54.6,52.2,53.55,53.4,52.25,95227,5098461.2,07-JUL-2011	
1146639,GEOMETRIC,EQ,70.7,71.8,69.0,69.3,69.5,69.45,107196,7562069.65,26-MAR-2012	
1148324,GEOMETRIC,EQ,145.7,149.9,145.1,147.95,148.3,144.95,835126,123363950.35,07-JUL-2014	
1150306,GEOMETRIC,EQ,115.7,116.6,112.8,113.1,113.0,113.9,295808,33836095.75,07-JUL-2015	
1152239,GEOMETRIC,EQ,59.9,61.2,59.25,59.4,59.5,59.75,89003,5375419.6,07-JUN-2011	
1154070,GEOMETRIC,EQ,69.0,72.3,67.6,71.55,70.7,68.35,138892,9781411.2,07-JUN-2012	
1154351,GEOMETRIC,EQ,75.55,76.55,74.85,75.95,75.85,75.7,16554,1249993.2,25-SEP-2013	
1155912,GEOMETRIC,EQ,107.65,110.95,107.0,107.3,107.0,107.7,101687,11097660.5,07-JUN-2013	
1157724,GEOMETRIC,EQ,65.0,66.6,61.95,64.75,65.3,66.7,40429,2636513.15,07-MAR-2011	
1159556,GEOMETRIC,EQ,70.0,73.9,68.2,72.8,73.0,72.2,227434,16295615.3,07-MAR-2012	
1161455,GEOMETRIC,EQ,104.8,108.0,103.6,107.25,107.6,104.5,202978,21552892.55,07-MAR-2013	
1163118,GEOMETRIC,EQ,96.8,100.75,96.8,99.45,99.8,96.85,100421,9945689.15,01-MAR-2013	
1163356,GEOMETRIC,EQ,117.75,118.0,112.2,114.25,113.45,117.75,516101,59070881.5,07-MAR-2014	
1165290,GEOMETRIC,EQ,64.15,67.5,64.15,66.75,66.3,66.0,90954,5976226.85,07-MAY-2012	
1165623,GEOMETRIC,EQ,95.35,98.25,93.15,97.45,97.0,97.55,84413,8136721.5,26-MAR-2013	
1167136,GEOMETRIC,EQ,104.0,113.0,102.55,109.4,109.4,103.15,934962,101217609.35,07-MAY-2013	
1168949,GEOMETRIC,EQ,105.0,118.4,105.0,115.35,115.75,105.85,2008829,231034357.0,07-MAY-2014	
1170887,GEOMETRIC,EQ,131.0,132.3,124.0,125.5,125.4,130.95,370476,47257433.45,07-MAY-2015	
1172806,GEOMETRIC,EQ,106.9,107.5,105.75,106.5,106.7,106.05,261406,27855924.95,07-NOV-2012	
1174695,GEOMETRIC,EQ,86.95,88.8,85.05,85.4,85.65,86.3,195185,16993371.05,07-NOV-2013	
1176509,GEOMETRIC,EQ,132.6,139.5,132.45,136.1,136.35,132.8,671056,92073481.8,07-NOV-2014	
1178468,GEOMETRIC,EQ,69.0,69.9,67.05,67.75,67.5,69.1,99768,6812054.4,07-OCT-2010	
1180262,GEOMETRIC,EQ,42.9,43.7,42.0,42.9,43.0,42.1,18341,787403.45,07-OCT-2011	
1182054,GEOMETRIC,EQ,74.95,77.45,74.95,76.65,76.6,74.95,139777,10672169.0,07-OCT-2013	
1182318,GEOMETRIC,EQ,67.0,68.1,66.5,66.95,67.2,66.55,49186,3305832.8,01-NOV-2010	
1183794,GEOMETRIC,EQ,143.0,145.85,139.35,140.85,141.35,143.95,408313,58230931.3,07-OCT-2014	
1184751,GEOMETRIC,EQ,116.7,117.0,113.1,113.65,113.1,116.2,407381,46750607.2,26-MAR-2014	
1185736,GEOMETRIC,EQ,69.95,70.4,68.1,68.75,68.4,69.65,76742,5298622.4,07-SEP-2010	
1187532,GEOMETRIC,EQ,40.0,40.9,39.1,40.0,40.1,39.35,86035,3435484.85,07-SEP-2011	
1189405,GEOMETRIC,EQ,109.8,112.0,107.5,108.6,108.5,107.1,453543,49400145.1,07-SEP-2012	
1191319,GEOMETRIC,EQ,67.0,68.7,65.5,66.35,66.3,67.1,141570,9485618.7,08-APR-2011	
1191507,GEOMETRIC,EQ,62.35,64.5,61.4,63.25,63.25,61.3,82246,5179345.65,01-APR-2011	
1193103,GEOMETRIC,EQ,98.0,101.0,97.7,98.2,98.45,98.9,22456,2227122.6,08-APR-2013	
1194899,GEOMETRIC,EQ,180.95,196.3,178.6,191.4,191.55,179.2,3817023,725302923.6,08-APR-2015	
1196830,GEOMETRIC,EQ,43.0,43.0,39.0,42.9,43.0,43.75,50254,2091461.0,08-AUG-2011	
1198686,GEOMETRIC,EQ,93.4,99.8,92.85,98.1,98.0,92.75,1890989,184965053.05,08-AUG-2012	
1200396,GEOMETRIC,EQ,46.9,46.9,45.55,45.65,45.55,46.1,11427,523205.05,01-NOV-2011	
1200543,GEOMETRIC,EQ,75.75,76.85,74.85,75.85,75.1,75.75,109556,8320011.7,08-AUG-2013	
1202305,GEOMETRIC,EQ,142.0,142.0,137.5,138.15,138.45,142.05,195456,27274034.15,08-AUG-2014	
1204207,GEOMETRIC,EQ,174.0,175.4,165.6,167.1,168.5,173.85,643241,109824629.25,26-MAR-2015	
1204253,GEOMETRIC,EQ,70.35,70.8,66.0,66.9,66.75,70.05,191645,13131225.3,08-DEC-2010	
1206056,GEOMETRIC,EQ,52.8,53.2,45.65,49.85,50.6,51.75,197857,9800748.75,08-DEC-2011	
1207934,GEOMETRIC,EQ,139.1,139.8,134.0,134.8,135.0,138.35,169321,23030302.1,08-DEC-2014	
1209890,GEOMETRIC,EQ,69.0,69.9,66.5,66.85,66.65,69.2,119968,8119064.05,08-FEB-2011	
1211715,GEOMETRIC,EQ,66.0,68.45,65.6,66.1,66.5,66.05,96806,6482088.55,08-FEB-2012	
1213622,GEOMETRIC,EQ,99.4,101.0,95.4,100.7,100.4,98.9,160643,15907235.0,08-FEB-2013	
1215551,GEOMETRIC,EQ,109.15,113.2,109.15,111.6,112.25,109.4,988743,110307598.1,08-JAN-2013	
1217441,GEOMETRIC,EQ,102.95,103.9,100.35,101.1,100.6,102.9,180042,18444116.8,08-JAN-2014	
1219132,GEOMETRIC,EQ,104.8,105.75,103.75,104.95,105.5,104.8,222513,23338836.95,01-NOV-2012	
1219303,GEOMETRIC,EQ,126.9,132.85,126.9,131.6,130.85,125.55,331208,43100964.7,08-JAN-2015	
1221254,GEOMETRIC,EQ,54.2,55.5,53.2,53.65,53.85,53.55,153403,8394105.75,08-JUL-2011	
1223036,GEOMETRIC,EQ,102.9,106.35,102.5,104.95,105.0,103.7,52525,5492889.05,08-JUL-2013	
1223273,GEOMETRIC,EQ,58.6,59.1,57.95,58.1,58.0,58.6,16716,975915.5,26-MAY-2011	
1224786,GEOMETRIC,EQ,150.6,155.9,141.25,142.85,141.45,147.95,2170944,328801686.85,08-JUL-2014	
1226750,GEOMETRIC,EQ,111.8,113.5,110.0,110.75,110.9,113.1,219434,24446994.95,08-JUL-2015	
1228668,GEOMETRIC,EQ,59.9,60.3,58.5,59.55,59.75,59.4,47393,2818918.6,08-JUN-2011	
1230489,GEOMETRIC,EQ,71.5,71.65,68.8,70.0,70.15,71.55,82698,5808317.35,08-JUN-2012	
1232360,GEOMETRIC,EQ,115.0,122.0,113.65,114.45,114.25,114.55,573468,67388679.35,08-JUN-2015	
1234259,GEOMETRIC,EQ,65.7,66.45,63.5,63.95,63.9,64.75,76799,4940720.4,08-MAR-2011	
1236097,GEOMETRIC,EQ,108.0,109.45,107.5,108.55,108.5,107.25,344204,37344839.6,08-MAR-2013	
1237992,GEOMETRIC,EQ,79.5,82.35,79.5,81.15,81.05,80.45,107635,8748239.05,01-NOV-2013	
1238042,GEOMETRIC,EQ,67.45,68.95,64.95,65.8,65.4,66.75,123974,8373421.15,08-MAY-2012	
1239885,GEOMETRIC,EQ,109.0,109.0,104.15,106.45,106.05,109.4,253433,26845194.8,08-MAY-2013	
1241581,GEOMETRIC,EQ,144.9,146.4,130.0,137.2,137.3,143.55,762801,106814755.15,26-MAY-2014	
1241704,GEOMETRIC,EQ,116.4,116.95,112.7,114.4,113.0,115.35,374454,43031692.05,08-MAY-2014	
1243627,GEOMETRIC,EQ,126.95,129.85,126.1,126.7,126.8,125.5,269624,34502912.2,08-MAY-2015	
1245541,GEOMETRIC,EQ,73.05,78.95,72.55,77.25,77.05,73.2,951951,72472215.15,08-NOV-2010	
1247337,GEOMETRIC,EQ,46.8,46.8,44.8,45.65,45.6,44.95,26374,1201151.4,08-NOV-2011	
1249205,GEOMETRIC,EQ,105.4,106.45,103.85,104.4,104.05,106.5,149281,15694969.75,08-NOV-2012	
1251097,GEOMETRIC,EQ,85.0,87.8,84.7,85.8,86.15,85.4,154860,13295983.9,08-NOV-2013	
1252888,GEOMETRIC,EQ,68.0,68.8,67.2,67.7,67.8,67.75,41618,2818931.35,08-OCT-2010	
1254691,GEOMETRIC,EQ,121.0,125.7,118.65,122.55,123.0,117.45,2591054,318530688.35,08-OCT-2012	
1255747,GEOMETRIC,EQ,67.75,69.0,67.1,68.3,68.4,67.3,46520,3180105.65,01-OCT-2010	
1256563,GEOMETRIC,EQ,77.6,77.6,75.0,75.4,75.4,76.65,78256,5970304.3,08-OCT-2013	
1258338,GEOMETRIC,EQ,139.4,140.7,136.1,137.7,137.65,140.85,504653,69742203.6,08-OCT-2014	
1260261,GEOMETRIC,EQ,68.1,69.2,67.8,68.1,68.0,68.75,65062,4455044.85,08-SEP-2010	
1261529,GEOMETRIC,EQ,130.05,139.3,128.5,136.8,137.0,130.2,872760,118329875.7,26-MAY-2015	
1262042,GEOMETRIC,EQ,40.0,40.5,38.2,38.9,39.0,40.0,91057,3565639.0,08-SEP-2011	
1263909,GEOMETRIC,EQ,140.75,143.95,137.5,142.35,141.55,139.05,311847,44102426.8,08-SEP-2014	
1265881,GEOMETRIC,EQ,70.0,74.35,67.65,72.6,72.3,70.1,391714,28565000.8,09-APR-2012	
1267719,GEOMETRIC,EQ,98.1,103.0,98.1,100.15,100.4,98.2,105596,10666277.55,09-APR-2013	
1269475,GEOMETRIC,EQ,113.6,114.9,109.8,110.85,110.65,113.5,348327,38970328.5,09-APR-2014	
1271458,GEOMETRIC,EQ,193.25,193.7,186.65,191.35,191.7,191.4,1374815,261984505.8,09-APR-2015	
1273386,GEOMETRIC,EQ,42.0,42.65,40.0,40.65,40.55,42.9,50838,2115612.7,09-AUG-2011	
1273801,GEOMETRIC,EQ,117.0,121.1,115.25,120.25,120.55,116.75,1735075,205632320.85,01-OCT-2012	
1275245,GEOMETRIC,EQ,99.0,106.3,98.0,104.75,105.6,98.1,3174157,327040618.6,09-AUG-2012	
1277123,GEOMETRIC,EQ,67.6,68.35,62.5,63.2,64.0,66.9,165037,10752485.75,09-DEC-2010	
1278930,GEOMETRIC,EQ,49.5,53.5,48.4,52.9,52.6,49.85,265210,13924224.3,09-DEC-2011	
1280485,GEOMETRIC,EQ,71.8,72.05,61.0,65.25,65.7,68.7,174268,11384309.7,26-NOV-2010	
1280760,GEOMETRIC,EQ,85.3,86.6,84.25,85.0,84.6,84.75,83995,7149229.05,09-DEC-2013	
1282601,GEOMETRIC,EQ,133.7,135.8,130.1,131.2,132.45,134.8,174293,23005858.2,09-DEC-2014	
1284557,GEOMETRIC,EQ,66.0,67.6,63.1,63.65,64.45,66.85,94579,6172263.35,09-FEB-2011	
1286390,GEOMETRIC,EQ,66.2,68.25,65.0,67.0,66.85,66.1,79266,5304943.65,09-FEB-2012	
1286476,GEOMETRIC,EQ,166.5,184.5,163.0,177.55,177.4,167.15,2398121,426671089.7,01-APR-2015	
1288293,GEOMETRIC,EQ,126.9,126.9,119.7,120.5,120.75,125.6,272803,33439742.0,09-FEB-2015	
1290201,GEOMETRIC,EQ,49.8,52.25,48.0,51.8,52.0,49.15,76989,3937153.0,09-JAN-2012	
1292077,GEOMETRIC,EQ,111.0,112.7,107.05,108.65,109.9,111.6,402826,44335030.75,09-JAN-2013	
1292245,GEOMETRIC,EQ,81.0,81.1,74.2,74.75,75.0,78.3,1379055,107445528.25,01-OCT-2013	
1293978,GEOMETRIC,EQ,100.5,103.35,97.8,100.0,100.75,101.1,219599,22161017.15,09-JAN-2014	
1295842,GEOMETRIC,EQ,131.7,132.35,126.9,128.5,128.0,131.6,287993,37189323.65,09-JAN-2015	
1297784,GEOMETRIC,EQ,76.5,77.9,74.0,74.65,74.2,77.45,163523,12406610.75,09-JUL-2012	
1298563,GEOMETRIC,EQ,103.85,109.4,103.7,108.85,109.0,103.4,601022,64560625.0,26-NOV-2012	
1299636,GEOMETRIC,EQ,104.95,106.4,103.6,104.1,104.5,104.95,20313,2133846.5,09-JUL-2013	
1301389,GEOMETRIC,EQ,143.0,146.75,138.1,139.45,139.95,142.85,383335,54403902.65,09-JUL-2014	
1303347,GEOMETRIC,EQ,111.25,112.8,108.05,108.4,108.5,110.75,315224,34788284.8,09-JUL-2015	
1305265,GEOMETRIC,EQ,60.3,60.3,59.05,59.15,59.3,59.55,17326,1030733.2,09-JUN-2011	
1307101,GEOMETRIC,EQ,138.8,143.9,138.8,140.65,140.4,138.8,406511,57634221.65,09-JUN-2014	
1309084,GEOMETRIC,EQ,114.6,115.9,111.25,111.85,111.3,114.45,258779,29325735.0,09-JUN-2015	
1309833,GEOMETRIC,EQ,145.9,147.45,143.0,143.95,144.15,145.25,436234,63137516.1,01-OCT-2014	
1310952,GEOMETRIC,EQ,63.95,65.55,63.65,64.95,64.65,63.95,65804,4263948.25,09-MAR-2011	
1312788,GEOMETRIC,EQ,73.0,74.5,71.0,71.65,71.25,72.8,71715,5195560.1,09-MAR-2012	
1314685,GEOMETRIC,EQ,157.6,164.9,157.25,159.95,159.0,160.5,577102,93142112.4,09-MAR-2015	
1316602,GEOMETRIC,EQ,61.45,63.75,60.35,61.75,61.4,60.75,111880,6980111.1,09-MAY-2011	
1317323,GEOMETRIC,EQ,85.55,87.0,84.35,84.7,84.75,85.2,248715,21380142.3,26-NOV-2013	
1318427,GEOMETRIC,EQ,65.2,65.8,63.3,63.75,63.3,65.8,42174,2722078.05,09-MAY-2012	
1320292,GEOMETRIC,EQ,104.4,107.35,103.55,104.05,104.45,106.45,115336,12108275.5,09-MAY-2013	
1322114,GEOMETRIC,EQ,113.3,117.15,111.0,116.0,116.0,114.4,375053,43028543.1,09-MAY-2014	
1324062,GEOMETRIC,EQ,78.0,79.8,74.8,76.7,76.7,77.25,768568,59561824.0,09-NOV-2010	
1325869,GEOMETRIC,EQ,46.5,46.5,45.2,45.55,45.7,45.65,16411,751897.85,09-NOV-2011	
1327747,GEOMETRIC,EQ,104.55,106.7,101.4,101.85,102.0,104.4,203038,21029844.15,09-NOV-2012	
1329009,GEOMETRIC,EQ,64.6,66.9,64.1,66.1,66.7,63.9,85831,5619664.95,01-SEP-2010	
1329679,GEOMETRIC,EQ,124.8,124.8,120.4,120.85,120.65,122.55,542920,66156275.95,09-OCT-2012	
1330351,GEOMETRIC,EQ,164.25,164.3,142.5,145.1,146.55,162.65,1585509,237533356.75,25-SEP-2014	
1331562,GEOMETRIC,EQ,74.1,76.75,74.1,75.25,75.25,75.4,63684,4817227.0,09-OCT-2013	
1333369,GEOMETRIC,EQ,137.1,141.55,137.1,139.6,139.6,137.7,352246,49252219.9,09-OCT-2014	
1335323,GEOMETRIC,EQ,68.4,69.75,68.0,68.95,69.0,68.1,74157,5103020.55,09-SEP-2010	
1335377,GEOMETRIC,EQ,130.5,133.5,130.2,131.95,131.7,130.95,218063,28787485.35,26-NOV-2014	
1337116,GEOMETRIC,EQ,39.0,42.4,39.0,41.4,41.2,38.9,85130,3525700.7,09-SEP-2011	
1338984,GEOMETRIC,EQ,142.6,143.25,139.5,140.75,140.45,142.35,202761,28596864.95,09-SEP-2014	
1340955,GEOMETRIC,EQ,72.95,75.35,71.5,72.25,71.95,72.6,423904,31270590.35,10-APR-2012	
1342779,GEOMETRIC,EQ,101.0,102.45,99.1,101.4,101.3,100.15,121689,12251236.75,10-APR-2013	
1344562,GEOMETRIC,EQ,113.0,114.8,109.5,110.35,110.0,110.85,291525,32690542.85,10-APR-2014	
1346537,GEOMETRIC,EQ,191.7,201.7,190.25,193.1,193.0,191.35,2499679,491698643.0,10-APR-2015	
1346793,GEOMETRIC,EQ,142.0,143.75,139.1,140.7,140.6,142.5,188496,26584597.7,01-SEP-2014	
1348473,GEOMETRIC,EQ,40.65,43.0,40.35,40.7,40.45,40.65,99674,4097078.65,10-AUG-2011	
1350330,GEOMETRIC,EQ,104.05,106.8,103.35,104.2,103.9,104.75,1181162,124109944.85,10-AUG-2012	
1352247,GEOMETRIC,EQ,130.0,131.6,127.65,128.4,127.7,130.8,285812,37064591.55,10-AUG-2015	
1354179,GEOMETRIC,EQ,63.5,68.4,62.5,67.95,68.2,63.2,160647,10643987.15,10-DEC-2010	
1354553,GEOMETRIC,EQ,68.4,71.95,67.35,69.7,69.75,68.05,271497,19062708.7,26-OCT-2010	
1355991,GEOMETRIC,EQ,105.0,105.45,101.8,102.75,102.6,104.25,161324,16656787.15,10-DEC-2012	
1357882,GEOMETRIC,EQ,84.5,90.4,84.5,89.55,89.5,85.0,1151464,101960275.05,10-DEC-2013	
1359697,GEOMETRIC,EQ,131.0,135.4,130.7,134.45,135.0,131.2,210026,27941228.8,10-DEC-2014	
1361649,GEOMETRIC,EQ,64.6,66.5,63.1,64.45,64.5,63.65,46587,3001042.35,10-FEB-2011	
1363478,GEOMETRIC,EQ,66.3,68.25,66.3,67.35,67.6,67.0,76061,5110005.65,10-FEB-2012	
1365347,GEOMETRIC,EQ,91.25,92.45,90.0,91.25,91.4,91.95,52808,4837757.4,10-FEB-2014	
1366749,GEOMETRIC,EQ,67.45,69.35,66.55,68.4,68.05,66.7,37980,2597582.0,02-APR-2012	
1367194,GEOMETRIC,EQ,121.5,122.5,118.2,118.85,119.3,120.5,237673,28587973.55,10-FEB-2015	
1369083,GEOMETRIC,EQ,76.7,78.6,73.15,74.05,73.7,76.45,258409,19631332.95,10-JAN-2011	
1370895,GEOMETRIC,EQ,52.45,56.65,51.5,54.75,55.0,51.8,324211,17853051.65,10-JAN-2012	
1372533,GEOMETRIC,EQ,45.8,46.8,45.8,46.3,45.9,45.55,8653,398822.85,26-OCT-2011	
1372797,GEOMETRIC,EQ,109.25,110.4,107.45,109.4,108.65,108.65,198710,21607599.85,10-JAN-2013	
1374687,GEOMETRIC,EQ,101.6,103.2,98.25,98.85,98.65,100.0,365071,36746685.75,10-JAN-2014	
1376537,GEOMETRIC,EQ,74.1,77.7,74.1,76.9,76.55,74.65,202173,15482735.75,10-JUL-2012	
1378375,GEOMETRIC,EQ,103.25,105.35,100.15,100.6,100.5,104.1,72149,7335729.45,10-JUL-2013	
1380129,GEOMETRIC,EQ,140.2,150.0,135.75,143.35,143.0,139.45,446422,64191936.8,10-JUL-2014	
1382059,GEOMETRIC,EQ,109.5,114.35,109.5,110.95,110.55,108.4,486474,54305359.1,10-JUL-2015	
1383952,GEOMETRIC,EQ,59.5,59.5,58.5,58.8,59.35,59.15,16954,999065.15,10-JUN-2011	
1385730,GEOMETRIC,EQ,107.05,109.8,105.25,105.8,106.5,107.3,33882,3644598.3,10-JUN-2013	
1385844,GEOMETRIC,EQ,104.2,107.4,101.0,106.8,106.35,103.5,145886,15449246.75,02-APR-2013	
1387563,GEOMETRIC,EQ,141.1,150.95,140.2,145.75,145.45,140.65,1354469,199510043.9,10-JUN-2014	
1389552,GEOMETRIC,EQ,111.5,115.35,111.5,113.2,112.75,111.85,242493,27565128.3,10-JUN-2015	
1390767,GEOMETRIC,EQ,116.2,117.05,112.1,112.95,113.0,116.2,316791,36170580.3,26-OCT-2012	
1391421,GEOMETRIC,EQ,64.95,65.9,61.6,62.1,62.05,64.95,150722,9490520.95,10-MAR-2011	
1393224,GEOMETRIC,EQ,114.0,117.5,112.25,113.6,113.0,114.25,293083,33735893.3,10-MAR-2014	
1395163,GEOMETRIC,EQ,159.65,168.5,158.65,166.3,167.0,159.95,1378223,226433295.6,10-MAR-2015	
1397096,GEOMETRIC,EQ,61.2,61.7,60.6,61.1,61.1,61.75,29823,1827136.45,10-MAY-2011	
1398930,GEOMETRIC,EQ,63.7,64.75,63.1,63.5,63.3,63.75,32338,2065477.45,10-MAY-2012	
1400796,GEOMETRIC,EQ,105.0,106.6,102.3,105.15,105.0,104.05,89473,9397432.95,10-MAY-2013	
1402618,GEOMETRIC,EQ,77.4,80.75,75.05,79.35,79.4,76.7,826466,64690365.25,10-NOV-2010	
1404438,GEOMETRIC,EQ,136.35,137.6,132.1,132.8,132.9,136.1,209967,28150194.8,10-NOV-2014	
1405020,GEOMETRIC,EQ,120.0,122.45,117.2,118.85,118.1,120.0,647082,77711337.3,02-APR-2014	
1406410,GEOMETRIC,EQ,43.2,45.0,42.5,44.0,44.0,42.9,17345,760666.3,10-OCT-2011	
1408279,GEOMETRIC,EQ,120.45,121.5,116.6,117.3,116.9,120.85,402214,47685779.35,10-OCT-2012	
1409981,GEOMETRIC,EQ,42.05,45.25,41.1,44.5,45.0,42.3,34706,1492322.5,26-SEP-2011	
1410144,GEOMETRIC,EQ,75.25,76.9,75.1,75.3,75.8,75.25,63930,4840216.55,10-OCT-2013	
1411934,GEOMETRIC,EQ,137.1,142.95,131.1,136.55,137.0,139.6,633292,88446256.65,10-OCT-2014	
1413878,GEOMETRIC,EQ,113.5,115.4,111.35,114.35,114.5,111.9,883014,100409293.35,10-SEP-2012	
1415746,GEOMETRIC,EQ,76.8,78.6,75.95,76.7,76.8,76.95,42154,3269064.9,10-SEP-2013	
1417552,GEOMETRIC,EQ,139.45,147.85,139.3,144.95,144.5,140.75,578406,83619104.45,10-SEP-2014	
1419520,GEOMETRIC,EQ,65.7,66.6,65.25,65.8,65.7,66.35,54648,3608303.3,11-APR-2011	
1421364,GEOMETRIC,EQ,72.0,72.85,67.8,69.15,69.4,72.25,112902,7999961.95,11-APR-2012	
1423195,GEOMETRIC,EQ,101.15,105.9,101.15,103.55,103.0,101.4,136663,14223534.15,11-APR-2013	
1424294,GEOMETRIC,EQ,49.1,49.35,47.0,47.5,47.45,49.9,44354,2130640.8,02-AUG-2011	
